"529","Razr Battery - Good buy.","Positive"
"530","Keep up the good work Amazon!!","Positive"
"531","They refuse to refund or replace.","Negative"
"532","Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.","Negative"
"533","So I basically threw my money out the window for nothing.","Negative"
"534","Great case and price!","Positive"
"535","All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.","Negative"
"536","Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.","Positive"
"537","Small, sleek, impressive looking, practical setup with ample storage in place.","Positive"
"538","The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.","Positive"
"539","none of the new ones have ever quite worked properly.","Negative"
"540","I am glad I purchased it.","Positive"
"541","I've missed numerous calls because of this reason.","Negative"
"542","Perhaps my phone is defective, but people cannot hear me when I use this.","Negative"
"543","Don't buy this product.","Negative"
"544","sucked, most of the stuff does not work with my phone.","Negative"
"545","No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.","Positive"
"546","Worst software ever used.... If I could give this zero stars I would.","Negative"
"547","Trying to make a call on these is an exercise in frustration.","Negative"
"548","The case is a flimsy piece of plastic and has no front or side protection whatsoever.","Negative"
"549","I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.","Positive"
"550","I love the camera, it's really pretty good quality.","Positive"
"551","Thank you for such great service.","Positive"
"552","Its a total package.","Positive"
"553","The seller is very understanding and patient, I would definitely buy from them again.","Positive"
"554","I give Wirefly 1 star.I will contact Cingular/AT&T;  and inform them of this practice","Negative"
"555","It's AGGRAVATING!","Negative"
"556","Great product for the price!.","Positive"
"557","I have purchased these for both family and friends, and all enjoy their clarity and ease of use","Positive"
"558","Virgin Wireless rocks and so does this cheap little phone!","Positive"
"559","None of it works, just don't buy it.","Negative"
"560","Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.","Negative"
"561","Please dont waste your money.","Negative"
"562","All in all, I'm quite satisfied with this purchase.","Positive"
"563","If you are looking for a good quality Motorola Headset keep looking, this isn't it.","Negative"
"564","Yet Plantronincs continues to use the same flawed charger design.","Negative"
"565","Disapointing Results.","Negative"
"566","Cumbersome design.","Negative"
"567","Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!","Positive"
"568","Great Product.","Positive"
"569","It's A PIECE OF CRAP!","Negative"
"570","My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!","Negative"
"571","This fixes all the problems.","Positive"
"572","Worst ever.","Negative"
"573","I am very happy","Positive"
"574","I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.","Positive"
"575","I can barely ever hear on it and am constantly saying ""what?""","Negative"
"576","The battery life is highly unacceptable.","Negative"
"577","That company is a joke.","Negative"
"578","It does everything the description said it would.","Positive"
"579","Due to this happening on every call I was forced to stop using this headset.","Negative"
"580","It works great with a car charger, especially if you cannot plug in two adapters at the same time.","Positive"
"581","Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.","Negative"
"582","Voice Quality, Signal Strength, Dropped Calls.","Negative"
"583","It plays louder than any other speaker of this size;  the price is so low that most would think the quality is lacking, however, it's not.","Positive"
"584","Better than expected.","Positive"
"585","It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.","Negative"
"586","Battery is holding up well.","Positive"
"587","Also difficult to put on.I'd recommend avoiding this product.","Negative"
"588","I only used it two days, and it wasn't always easy to hear with.","Negative"
"589","I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.","Negative"
"590","Sprint - terrible customer service.","Negative"
"591","Linked to my phone without effort.","Positive"
"592","THey are so cool!","Positive"
"593","Easy to use.","Positive"
"594","Better Than New.","Positive"
"595","What possesed me to get this junk, I have no idea...","Negative"
"596","Piece of trash.","Negative"
"597","A pretty good product.","Positive"
"598","This is a great phone!.","Positive"
"599","For the price on Amazon, it is an excellent product, which I would highly recommend.","Positive"
"600","Their Research and Development division obviously knows what they're doing.","Positive"
"601","The real killer is the volume, and of course it breaking.","Negative"
"602","Those phones are working just fine now.","Positive"
"603","I am more than happy with this product.","Positive"
"604","Poor Construction.","Negative"
"605","This is infuriating.","Negative"
"606","Overall, I would recommend this phone over the new Walkman.","Positive"
"607","Sprint charges for this service.","Negative"
"608","It is cheap, and it feel and look just as cheap.","Negative"
"609","It fits my ear well and is comfortable on.","Positive"
"610","It doesn't work in Europe or Asia.","Negative"
"611","clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.","Positive"
"612","I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.","Positive"
"613","I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.","Positive"
"614","the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.","Negative"
"615","the charger worked for about a week and then completely stopped charging my phone.","Negative"
"616","Poor product.","Negative"
"617","However I needed some better instructions.","Negative"
"618","You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.","Negative"
"619","Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).","Positive"
"620","Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.","Negative"
"621","DO NOT BUY DO NOT BUYIT SUCKS","Negative"
"622","This is a great product..... sure beats using your fingers!.","Positive"
"623","Plus, I seriously do not believe it is worth its steep price point.","Negative"
"624","All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.","Positive"
"625","Very Dissapointing Performance.","Negative"
"626","Don't make the same mistake that I did and please don't buy this phone.","Negative"
"627","This phone might well be the worst I've ever had in any brand.","Negative"
"628","Case was more or less an extra that I originally put on but later discarded because it scratched my ear.","Negative"
"629","I recommend iGo to anyone with different brand cell phones/mp3 players in the family.","Positive"
"630","Don't bother - go to the store.","Negative"
"631","I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!","Positive"
"632","I did not have any problem with this item and would order it again if needed.","Positive"
"633","You get what you pay for I guess.","Negative"
"634","Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.","Positive"
"635","im surprised this is a good quality car charger and there's not much reviews about it.","Positive"
"636","These are fabulous!","Positive"
"637","However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.","Negative"
"638","I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.","Positive"
"639","Disappointing accessory from a good manufacturer.","Negative"
"640","Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.","Negative"
"641","Very wind-resistant.","Positive"
"642","Obviously they have a terrible customer service, so you get what you pay for.","Negative"
"643","They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.","Positive"
"644","I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.","Negative"
"645","Linksys should have some way to exchange a bad phone for a refurb unit or something!","Negative"
"646","Phone is sturdy as all nokia bar phones are.","Positive"
"647","Great phone.","Positive"
"648","When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.","Negative"
"649","I'm pleased.","Positive"
"650","Battery is terrible.","Negative"
"651","I found the product to be easy to set up and use.","Positive"
"652","The earpiece on this is too large or too heavy...it keeps falling out of my ear.","Negative"
"653","Utter crap.. Sound quality is TERRIBLE.","Negative"
"654","The charger arrived within the promised timeframe, but it did not work.","Negative"
"655","No ear loop needed, it's tiny and the sound is great.","Positive"
"656","Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.","Negative"
"657","The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.","Positive"
"658","Talk about USELESS customer service.","Negative"
"659","It felt too light and ""tinny."".","Negative"
"660","This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.","Negative"
"661","I'm happy about this purchase- good quality and low price.","Positive"
"662","I love the look and feel of Samsung flipphones.","Positive"
"663","Its well-designed and very sharp -- the blue is a very nice color.","Positive"
"664","Does everything it should and more.","Positive"
"665","I could not recommend these more.","Negative"
"666","Nice Sound.","Positive"
"667","Looks good in the picture, but this case was a huge disappointment!!","Negative"
"668","Much less than the jawbone I was going to replace it with.","Positive"
"669","Setup went very smoothly.","Positive"
"670","its extremely slow and takes forever to do anything with it.","Negative"
"671","A must study for anyone interested in the ""worst sins"" of industrial design.","Negative"
"672","The first thing that happened was that the tracking was off.","Negative"
"673","It is well made, easy to access the phone and has a handy, detachable belt clip.","Positive"
"674","Then I had to continue pairing it periodically since it somehow kept dropping.","Negative"
"675","Can't upload ringtones from a third party.","Negative"
"676","Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.","Negative"
"677","Truly awful.","Negative"
"678","It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.","Positive"
"679","The volume for the ringer is REAL good (you have choices how loud).","Positive"
"680","And none of the tones is acceptable.","Negative"
"681","camera color balance is AWFUL.","Negative"
"682","This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.","Negative"
"683","I love the ringtones because they are so upbeat!","Positive"
"684","Chinese Forgeries Abound!.","Negative"
"685","Easy to pair with my Samsung Cell.","Positive"
"686","The instructions didn't explain that a microphone jack could be used.","Negative"
"687","i would advise to not purchase this item it never worked very well.","Negative"
"688","Too bad you have to pay up to $$$ a month for the service!","Negative"
"689","Works well.","Positive"
"690","The nokia CA-42 USB cable did not work with my phone.","Negative"
"691","Clear crisp sound.","Positive"
"692","I have to use the smallest earpieces provided, but it stays on pretty well.","Positive"
"693","The biggest complaint I have is, the battery drains superfast.","Negative"
"694","The design might be ergonomic in theory but I could not stand having these in my ear.","Negative"
"695","Do NOT buy if you want to use the holster.","Negative"
"696","The phone can also take great pictures and even video clips.","Positive"
"697","It doesn't make you look cool.","Negative"
"698","Because both ears are occupied, background is not distracting at all.","Positive"
"699","Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.","Positive"
"700","Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.","Negative"
"701","You can't beat the price on these.","Positive"
"702","* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!","Positive"
"703","lightweight and works well.","Positive"
"704","So just beware.","Negative"
"705","I love this cable - it allows me to connect any mini-USB device to my PC.","Positive"
"706","So anyone near you will hear part of your conversation.","Negative"
"707","This is cool because most cases are just open there allowing the screen to get all scratched up.","Positive"
"708","I bought this phone as a replacement for my StarTac and have regretted it since.","Negative"
"709","Appears to actually outperform the original battery from China that came with my V325i.","Positive"
"710","Can't store anything but phone numbers to SIM.","Negative"
"711","It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.","Negative"
"712","Poor quality.","Negative"
"713","jabra ear gels ""R"" the best!.","Positive"
"714","Not worth it.","Negative"
"715","The phone crashed completely and now I have to get it replaced.","Negative"
"716","It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.","Positive"
"717","Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).","Negative"
"718","It was a great phone.","Positive"
"719","if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.","Negative"
"720","Good value, works fine - power via USB, car, or wall outlet.","Positive"
"721","My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.","Positive"
"722","This is simply the BEST bluetooth headset for sound quality!","Positive"
"723","Think it over when you plan to own this one!This sure is the last MOTO phone for me!","Negative"
"724","In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?","Positive"
"725","I have always used corded headsets and the freedom from the wireless is very helpful.","Positive"
"726","This case has passed the one year mark and while it shows signs of wear, it is 100% functional.","Positive"
"727","Other than that, the leather is nice and soft;   the fit is very tight;  the cut out for the face is a good shape.","Positive"
"728","It has everything I need and I couldn't ask for more.","Positive"
"729","After receiving and using the product for just 2 days it broke.","Negative"
"730","This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.","Positive"
"731","None of the three sizes they sent with the headset would stay in my ears.","Negative"
"732","T-Mobile has the best customer service anywhere.","Positive"
"733","Arrived quickly and much less expensive than others being sold.","Positive"
"734","We have tried 2 units and they both failed within 2 months.. Pros","Negative"
"735","Provides good protection and looks classy, too.","Positive"
"736","Krussel Always good.","Positive"
"737","The tracfonewebsite is user friendly and makes it easy toactivate, etc.","Positive"
"738","The design is very good.4.","Positive"
"739","I great reception all the time.","Positive"
"740","I would highly recommend this product.","Positive"
"741","Couldn't use the unit with sunglasses, not good in Texas!","Negative"
"742","It dit not work most of the time with my Nokia 5320.","Negative"
"743","Bought mainly for the charger, which broke soon after purchasing.","Negative"
"744","If you like a loud buzzing to override all your conversations, then this phone is for you!","Negative"
"745","Fantastic buy and will get again for whatever my next phone is","Positive"
"746","stay away from this store, be careful.","Negative"
"747","This BlueAnt Supertooth hands-free phone speaker is AWESOME.","Positive"
"748","Does not fit.","Negative"
"749",".... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.","Positive"
"750","It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.","Positive"
"751","disappointing.","Negative"
"752","Blue Ant is easy to use.","Positive"
"753","Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.","Positive"
"754","The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.","Negative"
"755","Then a few days later the a puff of smoke came out of the phone while in use.","Negative"
"756","It's very convenient and simple to use - gets job done & makes the car ride so much smoother.","Positive"
"757","The nano stated it.My son was dissapointed.","Negative"
"758","The sound quality is excellent as well.","Positive"
"759","Its the best headset I have used.","Positive"
"760","Would not reccommend.","Negative"
"761","They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.","Positive"
"762","Just what I wanted.","Positive"
"763","This particular model would not work with my Motorola Q smartphone.","Negative"
"764","wont work right or atleast for me.","Negative"
"765","in addition it feels and  looks as if the phone is all lightweight cheap plastic.","Negative"
"766","But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.","Negative"
"767","I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good","Negative"
"768","Great product.","Positive"
"769","Crisp and Clear.","Positive"
"770","AFter the first charge kept going dead after 12 minutes.","Negative"
"771","VERY cheap plastic, creaks like an old wooden floor.","Negative"
"772","I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.","Negative"
"773","The reception has been generally good.","Positive"
"774","Excellent sound, battery life and inconspicuous to boot!.","Positive"
"775","Great bluetooth!.","Positive"
"776","I highly recommend this case.","Positive"
"777","WORTHWHILE.","Positive"
"778","This is a great deal.","Positive"
"779","After my phone got to be about a year old, it's been slowly breaking despite much care on my part.","Negative"
"780","I am sorry I made this purchase.","Negative"
"781","I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.","Negative"
"782","Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.","Negative"
"783","It was horrible!.","Negative"
"784","I don't think it would hold it too securly on your belt.","Negative"
"785","This allows the possibility of double booking for the same date and time after the first.","Negative"
"786","They work about 2 weeks then break.","Negative"
"787","It is simple to use and I like it.","Positive"
"788","It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!","Positive"
"789","I can't use this case because the smell is disgusting.","Negative"
"790","NOT WHAT I WANTED.","Negative"
"791","I own 2 of these cases and would order another.","Positive"
"792","Great Phone.","Positive"
"793","I bought this battery with a coupon from Amazon and I'm very happy with my purchase.","Positive"
"794","The internet access was fine, it the rare instance that it worked.","Negative"
"795","Perfect for the PS3.","Positive"
"796","Five star Plus, plus.","Positive"
"797","A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.","Positive"
"798","$50 Down the drain.","Negative"
"799","I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.","Negative"
"800","Good , works fine.","Positive"
"801","For the price this was a great deal.","Positive"
"802","Great price, too!","Positive"
"803","If there is a wind, it is completely useless.","Negative"
"804","Yes it's shiny on front side - and I love it!","Positive"
"805","Does Not Work.","Negative"
"806","At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).","Negative"
"807","The reception through this headset is excellent.","Positive"
"808","2 thumbs up to this seller","Positive"
"809","I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.","Positive"
"810","Improper description.... I had to return it.","Negative"
"811","#1 It Works - #2 It is Comfortable.","Positive"
"812","Battery charge-life is quite long.","Positive"
"813","The Jabra EarGels fit my ears very well.","Positive"
"814","Battery has no life.","Negative"
"815","I checked everywhere and there is no feature for it which is really disappointing.","Negative"
"816","Product is exactly as described.","Positive"
"817","Gets a signal when other Verizon phones won't.","Positive"
"818","Doesn't do the job.","Negative"
"819","I would recommend it.","Positive"
"820","Plan on ordering from them again and again.","Positive"
"821","That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.","Positive"
"822","I have been very satisfied with this cell phone from day one.","Positive"
"823","They keep getting better and better (this is my third one and I've had numerous Palms too).","Positive"
"824","Awkward to use and unreliable.","Negative"
"825","The shipping time was also very quick!","Positive"
"826","Not as good as I had hoped.","Negative"
"827","Good case!.","Positive"
"828","Doesn't Work.","Negative"
"829","Really good product.","Positive"
"830","Unfortunately it did not work.","Negative"
"831","All three broke within two months of use.","Negative"
"832","dont buy it.","Negative"
"833","My father has the V265, and the battery is dying.","Negative"
"834","However, the ear pads come off easily and after only one week I lost one.","Negative"
"835","The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.","Negative"
"836","Horrible, horrible protector.","Negative"
"837","I don't like this Nokia either.","Negative"
"838","Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.","Negative"
"839","I have bought this Nokia cell phone a few weeks ago and it was a nightmare.","Negative"
"840","It would take too long to describe how bad my customer service experience has been with Amazon.","Negative"
"841","the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!","Negative"
"842","Terrible.. My car will not accept this cassette.","Negative"
"843","Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.","Negative"
"844","It's not what it says it is.","Negative"
"845","Stay Away From the Q!.","Negative"
"846","Used and dirty.","Negative"
"847","Very unreliable service from T-mobile !","Negative"
"848","Not good enough for the price.","Negative"
"849","I bought two of them and neither will charge.","Negative"
"850","It looks very nice.","Positive"
"851","This is an excellent tool, especially when paired with your phone's auto-answer.","Positive"
"852","I have read other's reviews here but I haven't had any problem with it.","Positive"
"853","These products cover up the important light sensor above the ear outlet.","Negative"
"854","Comfortable in my hand.","Positive"
"855","Just does not work.","Negative"
"856","Poor Reliability.","Negative"
"857","(It works!)","Positive"
"858","If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.","Negative"
"859","Terrible product, and waste of money!","Negative"
"860","Last time buying from you.","Negative"
"861","It was a waste of my money.","Negative"
"862","So far it has worked like a charm.","Positive"
"863","I have only had it for a few weeks, but so far, so good.","Positive"
"864","But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.","Positive"
"865","Would recommend this item.","Positive"
"866","It's been my choice headset for years.Great sound.  good volume.  good noise cancellation.","Positive"
"867","Nice case, feels good in your hands.","Positive"
"868","The item received was Counterfeit.","Negative"
"869","Just really good.. So far, probably the best BT headset I have ever had.","Positive"
"870","Works fine.","Positive"
"871","I received my headset in good time and was happy with it.","Positive"
"872","I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.","Positive"
"873","My sister has one also and she loves it.","Positive"
"874","Good Quality.","Positive"
"875","This is by far the worst purchase I've made on Amazon.","Negative"
"876","Excellent dual-purpose headset.","Positive"
"877","Excellent!.","Positive"
"878","Does not work for listening to music with the cingular 8125.","Negative"
"879","It seems completely secure, both holding on to my belt, and keeping the iPhone inside.","Positive"
"880","The bottowm line...another worthless, cheap gimmick from Sprint.","Negative"
"881","Having trouble with volume.","Negative"
"882","The only good thing was that it fits comfortably on small ears.","Positive"
"883","WARNING - DO NOT BUY!!.","Negative"
"884","I am pairing this with my iphone, and I could not be happier with it so far.","Positive"
"885","When it opens, the battery connection is broken and the device is turned off.","Negative"
"886","I didn't want the clip going over the top of my ear, causing discomfort.","Negative"
"887","Best headset ever!!!.","Positive"
"888","Don't trust their website and don't expect any helpful support.","Negative"
"889","It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.","Positive"
"890","The speaker is of low quality so as making the ring tones sound very cheap.","Negative"
"891","Fits comfortably, came with three sizes of earbud tips.","Positive"
"892","Excellent product for the price.","Positive"
"893","Bad Reception.","Negative"
"894","This product is very High quality Chinese CRAP!!!!!!","Negative"
"895","It was quite comfortable in the ear.","Positive"
"896","Great phone.","Positive"
"897","Don't buy this product - It fails!.","Negative"
"898","Everything about this product is wrong.First","Negative"
"899","The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.","Positive"
"900","This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.","Negative"
"901","Terrible phone holder.","Negative"
"902","The cutouts and buttons are placed perfectly.","Positive"
"903","I love being able to use one headset for both by land-line and cell.","Positive"
"904","Problem is that the ear loops are made of weak material and break easily.","Negative"
"905","Not nearly as good looking as the AMAZON picture makes it look.","Negative"
"906","But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.","Positive"
"907","How stupid is that?","Negative"
"908","I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.","Positive"
"909","Seller shipped quickly and much cheaper than the competitors.","Positive"
"910","Good show, Samsung.","Positive"
"911","So I bought about 10 of these and saved alot of money.","Positive"
"912","It always cuts out and makes a beep beep beep sound then says signal failed.","Negative"
"913","Couldn't figure it out","Negative"
"914","My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.","Negative"
"915","So I had to take the battery out of the phone put it all back together and then restart it.","Negative"
"916","While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.","Negative"
"917","Leopard Print is wonderfully wild!.","Positive"
"918","Works for me.","Positive"
"919","Saggy, floppy piece of junk.","Negative"
"920","much better than the hard plastic cases.","Positive"
"921","It also had a new problem.","Negative"
"922","Happy so far!.","Positive"
"923","cool phone.","Positive"
"924","Works good.","Positive"
"925","Motorola finally got the voice quality of a bluetooth headset right.","Positive"
"926","It looses connection to the phone even when it is within a couple feet between the two.","Negative"
"927","but it is great, i would really recommend it","Positive"
"928","Makes it easier to keep up with my bluetooth when I'm not wearing it.","Negative"
"929","As I said above....PRETTY USELESS!","Negative"
"930","Never got it!!!!!","Negative"
"931","This pair of headphones is the worst that I have ever had sound-wise.","Negative"
"932","[...] down the drain because of a weak snap!","Negative"
"933","Does not charge the Cingular (ATT) 8525 phone.","Negative"
"934","You get extra minutes so that you can carry out the call and not get cut off.""","Positive"
"935","However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.","Negative"
"936","I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.","Negative"
"937","The headset fulfills my requirements so I am happy with my purchase.","Positive"
"938","Logitech Bluetooth Headset is a 10!.","Positive"
"939","I like the fact that it rests lightly against your ear, rather than inside.","Positive"
"940","A lot of websites have been rating this a very good phone and so do I.","Positive"
"941","I have tried these cables with my computer and my iPod and it works just fine.","Positive"
"942","The mic there is a joke, and the volume is quite low.","Negative"
"943","I'm returning them.","Negative"
"944","I does not maintain a connection with the computer while it is on my lap.","Negative"
"945","It is easy to turn on and off when you are in the car and the volume controls are quite accessable.","Positive"
"946","I have had mine for about a year and this Christmas I bought some for the rest of the family.","Positive"
"947","Otherwise, easy to install and use, clear sound.","Positive"
"948","nice leather.","Positive"
"949","I had to purchase a different case.","Negative"
"950","It is a joy to use.","Positive"
"951","Very much disappointed with this company.","Negative"
"952","Very satisifed with that.","Positive"
"953","It didn't charge for me.","Negative"
"954","This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!","Positive"
"955","Buttons are too small.","Negative"
"956","Just reading on the specs alone makes you say WOW.","Positive"
"957","Love it.. Great armband.","Positive"
"958","I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.","Positive"
"959","However, the keypads are so tinny that I sometimes reach the wrong buttons.","Negative"
"960","I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.","Positive"
"961","I was very impressed with the price of the cases.","Positive"
"962","Also makes it easier to hold on to.","Positive"
"963","I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!","Positive"
"964","It's pretty easy.","Positive"
"965","I cannot make calls at certain places.","Negative"
"966","however, my girl was complain that some time the phone doesn't wake up like normal phone does.","Negative"
"967","Beautiful styling though.","Positive"
"968","This company charge me a restocking fee and still not given me my refund back.","Negative"
"969","I'm trying to return it for a refund.","Negative"
"970","I plugged it in only to find out not a darn thing worked.","Negative"
"971","Excellent product.","Positive"
"972","Earbud piece breaks easily.","Negative"
"973","Lousy product.","Negative"
"974","This phone tries very hard to do everything but fails at it's very ability to be a phone.","Negative"
"975","It is the best charger I have seen on the market yet.","Positive"
"976","SWEETEST PHONE!!!","Positive"
"977",":-)Oh, the charger seems to work fine.","Positive"
"978","It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.","Positive"
"979","Not enough volume.","Negative"
"980","Echo Problem....Very unsatisfactory","Negative"
"981","you could only take 2 videos at a time and the quality was very poor.","Negative"
"982","don't waste your money.","Negative"
"983","I am going to have to be the first to negatively review this product.","Negative"
"984","Adapter does not provide enough charging current.","Negative"
"985","There was so much hype over this phone that I assumed it was the best, my mistake.","Negative"
"986","You also cannot take pictures with it in the case because the lense is covered.","Negative"
"987","Phone falls out easily.","Negative"
"988","It didn't work, people can not hear me when I talk.","Negative"
"989","The text messaging feature is really tricky to use.","Negative"
"990","I'm really disappointed all I have now is a charger that doesn't work.","Negative"
"991","Painful on the ear.","Negative"
"992","Lasted one day and then blew up.","Negative"
"993","disappointed.","Negative"
"994","Kind of flops around.","Negative"
"995","The screen does get smudged easily because it touches your ear and face.","Negative"
"996","What a piece of junk.. I lose more calls on this phone.","Negative"
"997","Item Does Not Match Picture.","Negative"
"998","The only thing that disappoint me is the infra red port (irda).","Negative"
"999","You can not answer calls with the unit, never worked once!	","Negative"
